,price,crime,nox,rooms,dist,radial,proptax,stratio,lowstat,lprice,lnox,lproptax,Unnamed: 12
488,15200,0.151,6.09,5.45,1.82,4.0,71.1,20.1,18.06,9.62905,1.806648,6.5666720000000005,
489,7000,0.183,6.09,5.41,1.76,4.0,71.1,20.1,23.97,8.853665,1.806648,6.5666720000000005,
490,8100,0.207,6.09,5.09,1.82,4.0,71.1,20.1,29.68,8.999619000000001,1.806648,6.5666720000000005,
491,13600,0.106,6.09,5.98,1.87,4.0,71.1,20.1,18.07,9.517825,1.806648,6.5666720000000005,
492,20100,0.111,6.09,5.98,2.11,4.0,71.1,20.1,13.35,9.908475,1.806648,6.5666720000000005,
493,21800,,,5.71,2.38,,,19.2,,,1.7664419999999998,,
494,24499,0.28,5.85,5.93,2.38,6.0,39.1,19.2,13.59,10.10639,1.7664419999999998,5.968708,
495,23100,0.179,5.85,5.67,2.8,6.0,39.1,19.2,17.6,10.04759,1.7664419999999998,5.968708,
496,19700,0.29,5.85,5.39,2.8,6.0,39.1,19.2,21.14,9.888374,1.7664419999999998,5.968708,
497,18300,0.268,5.85,5.79,2.89,6.0,39.1,19.2,14.1,9.814656,1.7664419999999998,5.968708,
498,21200,0.239,5.85,6.02,2.41,6.0,39.1,19.2,12.92,9.961757,1.7664419999999998,5.968708,
499,17500,0.17800000000000002,5.85,5.57,2.4,6.0,39.1,19.2,15.1,9.769957000000002,1.7664419999999998,5.968708,
500,16800,0.22399999999999998,5.85,6.03,2.5,6.0,39.1,19.2,14.33,9.729135000000001,1.7664419999999998,5.968708,
501,22400,0.063,5.73,6.59,2.48,1.0,27.3,21.0,9.67,10.01682,1.7457150000000001,5.609472,
502,20600,0.045,5.73,6.12,2.29,1.0,27.3,21.0,9.08,9.933046000000001,1.7457150000000001,5.609472,
503,23899,0.061,5.73,6.98,2.17,1.0,27.3,21.0,5.64,10.08159,1.7457150000000001,5.609472,
504,22000,0.11,5.73,6.79,2.39,1.0,27.3,21.0,6.48,9.998797,1.7457150000000001,5.609472,
505,11900,0.047,5.73,6.03,2.51,1.0,27.3,21.0,7.88,9.384294,1.7457150000000001,5.609472,
